"specimen_ID","Genus","species","Subspecies","common_name","Year","yr_accuracy","Status","State","County","Locality","HUC8_number","HUC8_name","GISLatDD","GISLongDD","lat_long_accuracy","lat_long_source","disposal","Museum_Cat_No","record_type","Reference"
31306,"Astronotus","ocellatus","NULL","Oscar",1989,"Actual","established","FL","Broward","canals surrounding water conservation area 3A near Holiday Park","3090202","Everglades",26.07336,-80.443268,"Approximate","Map derived","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
850373,"Astronotus","ocellatus","NULL","Oscar",2015,"Actual","established","FL","Broward","North Lauderdale, retention pond near corner of NW 62nd St and NW 46th Ave","3090206","Florida Southeast Coast",26.19997,-80.21286,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24369"
902883,"Astronotus","ocellatus","NULL","Oscar",2015,"Actual","established","FL","Broward","Retention pond at Lakes of Carriage Hills, Tamarac","3090206","Florida Southeast Coast",26.19959,-80.21569,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24369"
544880,"Astronotus","ocellatus","NULL","Oscar",1986,"Actual","established","FL","Broward","Water Conservation Area 2A: L-38E and L-35B canals","3090202","Everglades",26.17706,-80.44824,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26039"
160877,"Astronotus","ocellatus","NULL","Oscar",1972,"Actual","established","FL","Broward/Dade","Miami Canal","3090202","Everglades",25.956193,-80.450821,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=528"
160876,"Astronotus","ocellatus","NULL","Oscar",1972,"Actual","established","FL","Broward/Dade","Snake Creek Canal","3090202","Everglades",25.95676,-80.327829,"Approximate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=528"
31548,"Astronotus","ocellatus","NULL","Oscar",1978,"Actual","established","FL","Broward-Dade","County Line, at north end of Red Road (NW 57th Ave)","3090202","Everglades",25.988755,-80.309715,"Approximate","Map derived","IRCZM/ETOH","IRCZM 107:05451","Specimen","See disposal and Musuem_cat_no fields"
164477,"Astronotus","ocellatus","NULL","Oscar",1999,"Publication Year","established","FL","Collier","Big Cypress National Preserve","3090204","Big Cypress Swamp",25.937873,-80.924789,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=14428"
157576,"Astronotus","ocellatus","NULL","Oscar",1999,"Publication Year","established","FL","Collier","Big Cypress National Preserve","3090204","Big Cypress Swamp",25.937873,-80.924789,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=13672"
266947,"Astronotus","ocellatus","NULL","Oscar",2007,"Actual","established","FL","Collier","Big Cypress National Preserve [4.3 miles north of I-75, 1.7 east of SR 29]","3090204","Big Cypress Swamp",26.2174121,-81.317319,"Accurate","reported","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
254242,"Astronotus","ocellatus","NULL","Oscar",2002,"Actual","established","FL","Collier","Big Cypress National Preserve, Canal on SR 839 (Turner River Rd) 6.5 miles south of juncture with I-75","3090204","Big Cypress Swamp",26.0603,-81.2639,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=18109"
324376,"Astronotus","ocellatus","NULL","Oscar",1988,"Actual","established","FL","Collier","Big Cypress National Preserve, Tamiami Canal at Oasis ranger station","3090204","Big Cypress Swamp",25.85689,-81.03242,"Accurate","Map derived","Florida Museum of Natural History","UF 176080","Specimen","See disposal and Musuem_cat_no fields"
31547,"Astronotus","ocellatus","NULL","Oscar",1987,"Publication Year","established","FL","Collier","canals in eastern Big Cypress National Preserve","3090204","Big Cypress Swamp",25.937873,-80.924789,"Approximate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=463"
158026,"Astronotus","ocellatus","NULL","Oscar",1999,"Publication Year","established","FL","Collier","Everglades National Park","3090202","Everglades",25.47206,-80.6045,"Approximate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=13672"
163692,"Astronotus","ocellatus","NULL","Oscar",1999,"Publication Year","established","FL","Collier","Fakahatchee Strand","3090204","Big Cypress Swamp",26.12333333,-81.39916667,"Accurate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=14162"
163969,"Astronotus","ocellatus","NULL","Oscar",2005,"Publication Year","established","FL","Collier","Florida Panther National Wildlife Refuge","3090204","Big Cypress Swamp",26.1722222,-81.377222,"Approximate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=14257"
259484,"Astronotus","ocellatus","NULL","Oscar",2008,"Actual","established","FL","Collier","Tamiami Canal","3090204","Big Cypress Swamp",25.8766,-81.22054,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=18238"
31444,"Astronotus","ocellatus","NULL","Oscar",1985,"Actual","established","FL","Collier","Tamiami Canal along US 41 in southeastern Collier County","3090204","Big Cypress Swamp",25.80899,-80.877035,"Approximate","Map derived","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
630562,"Astronotus","ocellatus","NULL","Oscar",2014,"Actual","established","FL","Collier","Tamiami Canal, Big Cypress National Preserve 70 m W of Loop Rd","3090204","Big Cypress Swamp",25.86386,-81.10131,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24369"
163970,"Astronotus","ocellatus","NULL","Oscar",2005,"Publication Year","established","FL","Collier","Ten Thousand Islands National Wildlife Refuge","3090204","Big Cypress Swamp",25.8583,-81.4819,"Accurate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=14257"
489583,"Astronotus","ocellatus","NULL","Oscar",2013,"Actual","failed","FL","Lee","Six mile Cypress slough, below first uncovered lookout over pond","3090204","Big Cypress Swamp",26.57969,-81.82122,"Accurate","reported","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
253391,"Astronotus","ocellatus","NULL","Oscar",2008,"Actual","established","FL","Miami-Dade","Anhinga trail in Everglades National Park","3090202","Everglades",25.389948,-80.587694,"Accurate","Map derived","NULL","NULL","Specimen","See disposal and Musuem_cat_no fields"
31428,"Astronotus","ocellatus","NULL","Oscar",1987,"Publication Year","established","FL","Miami-Dade","Anhinga trail in Everglades National Park","3090202","Everglades",25.389948,-80.587694,"Accurate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=463"
291977,"Astronotus","ocellatus","NULL","Oscar",1978,"Actual","established","FL","Miami-Dade","Biscayne Canal, at the end of NW 16th Ave. near railroad bridge","3090202","Everglades",25.91588,-80.22751,"Accurate","Map derived","Florida Museum of Natural History","UF 176933","Specimen","See disposal and Musuem_cat_no fields"
31242,"Astronotus","ocellatus","NULL","Oscar",1984,"Actual","established","FL","Miami-Dade","Black Creek Canal (C-1)","3090202","Everglades",25.550385,-80.349776,"Approximate","GNIS","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
544881,"Astronotus","ocellatus","NULL","Oscar",2003,"Actual","established","FL","Miami-Dade","C-100 Canal","3090206","Florida Southeast Coast",25.60968,-80.3173,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26040"
615214,"Astronotus","ocellatus","NULL","Oscar",2003,"Actual","established","FL","Miami-Dade","C-100 Canal, lower 1 km upstream of salinity structure","3090206","Florida Southeast Coast",25.61062,-80.30888,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24874"
32084,"Astronotus","ocellatus","NULL","Oscar",1998,"Actual","established","FL","Miami-Dade","canal at 10335 SW 99th ST, Miami","3090202","Everglades",25.676796,-80.363091,"Accurate","Map derived","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
291980,"Astronotus","ocellatus","NULL","Oscar",1978,"Actual","established","FL","Miami-Dade","Canal confluence at Milam Dairy Rd. and W. Flagler, St., airport lakes area","3090202","Everglades",25.77061,-80.31264,"Accurate","Map derived","Florida Museum of Natural History","UF 176926","Specimen","See disposal and Musuem_cat_no fields"
160878,"Astronotus","ocellatus","NULL","Oscar",1972,"Actual","established","FL","Miami-Dade","Coral Gables waterway","3090202","Everglades",25.704553,-80.248883,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=528"
1321118,"Astronotus","ocellatus","NULL","Oscar",2016,"Actual","established","FL","Miami-Dade","culvert at SW 162nd Ave and SW 88th St","3090206","Florida Southeast Coast",25.68308,-80.45435,"Accurate","reported","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
32087,"Astronotus","ocellatus","NULL","Oscar",1965,"Publication Year","established","FL","Miami-Dade","Drainage canals between Miami and Homestead","3090202","Everglades",25.535433,-80.404687,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=178"
291979,"Astronotus","ocellatus","NULL","Oscar",1993,"Actual","established","FL","Miami-Dade","Drainage ditch tributary to Snapper Creek on Florida's Turnpike ca. 0.4 mi S of 40th Street, Miami","3090202","Everglades",25.72245,-80.38318,"Accurate","Map derived","Florida Museum of Natural History","UF 93533","Specimen","See disposal and Musuem_cat_no fields"
1322888,"Astronotus","ocellatus","NULL","Oscar",2016,"Actual","established","FL","Miami-Dade","East Everglades Detention Area S-332D","3090202","Everglades",25.46508,-80.57354,"Accurate","reported","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
31401,"Astronotus","ocellatus","NULL","Oscar",1986,"Actual","established","FL","Miami-Dade","Everglades National Park","3090202","Everglades",25.708159,-80.695617,"Approximate","GNIS","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
544882,"Astronotus","ocellatus","NULL","Oscar",2005,"Actual","established","FL","Miami-Dade","L-31W Canal","3090202","Everglades",25.42149,-80.59004,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26040"
785911,"Astronotus","ocellatus","NULL","Oscar",2015,"Actual","established","FL","Miami-Dade","L-31W canal, near control structure S-332","3090202","Everglades",25.42148,-80.58992,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24369"
31794,"Astronotus","ocellatus","NULL","Oscar",1974,"Publication Year","established","FL","Miami-Dade","Little River Area","3090202","Everglades",25.4253897,-80.328387,"Approximate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=165"
324375,"Astronotus","ocellatus","NULL","Oscar",1996,"Actual","established","FL","Miami-Dade","Miami Lakes","3090202","",25.90833,-80.30889,"Approximate","reported","Florida Museum of Natural History","UF 177562","Specimen","See disposal and Musuem_cat_no fields"
31793,"Astronotus","ocellatus","NULL","Oscar",1974,"Publication Year","established","FL","Miami-Dade","Miami Lakes Estates section","3090202","Everglades",25.914821,-80.324993,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=165"
285620,"Astronotus","ocellatus","NULL","Oscar",2012,"Actual","established","FL","Miami-Dade","North Fork Miami River at NW 22nd Ave","3090202","Everglades",25.7889,-80.23098,"Accurate","reported","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
31296,"Astronotus","ocellatus","NULL","Oscar",1986,"Publication Year","established","FL","Miami-Dade","Royal Palm Ponds, Everglades National Park","3090202","Everglades",25.382339,-80.607591,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=466"
31343,"Astronotus","ocellatus","NULL","Oscar",1986,"Publication Year","established","FL","Miami-Dade","Shark Valley Canal region, Everglades National Park","3090202","Everglades",25.656216,-80.766175,"Approximate","GNIS","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
31795,"Astronotus","ocellatus","NULL","Oscar",1974,"Publication Year","established","FL","Miami-Dade","Snapper Creek-Black Creek canal system","3090202","Everglades",25.803432,-80.385331,"Approximate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=165"
616976,"Astronotus","ocellatus","NULL","Oscar",2013,"Actual","established","FL","Miami-Dade","Southern Glades Wildlife Management Area","3090202","Everglades",25.36008,-80.56591,"Accurate","reported","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24369"
160879,"Astronotus","ocellatus","NULL","Oscar",1972,"Actual","established","FL","Miami-Dade","Tamiami canal","3090202","Everglades",25.759546,-80.66645,"Approximate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=528"
31404,"Astronotus","ocellatus","NULL","Oscar",1980,"Actual","established","FL","Miami-Dade","Tamiami canal","3090202","Everglades",25.759546,-80.66645,"Approximate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=466"
544872,"Astronotus","ocellatus","NULL","Oscar",1991,"Actual","established","FL","Miami-Dade","Water Conservation Area canal L-67A","3090202","Everglades",25.851036,-80.631065,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26039"
544874,"Astronotus","ocellatus","NULL","Oscar",1992,"Actual","established","FL","Miami-Dade","Water Conservation Area canal L-67A","3090202","Everglades",25.851036,-80.631065,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26039"
544876,"Astronotus","ocellatus","NULL","Oscar",1993,"Actual","established","FL","Miami-Dade","Water Conservation Area canal L-67A","3090202","Everglades",25.851036,-80.631065,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26039"
324373,"Astronotus","ocellatus","NULL","Oscar",1980,"Actual","established","FL","Palm Beach","Boca Raton Canal","3090202","Everglades",26.34673,-80.18844,"Approximate","reported","Florida Museum of Natural History","UF 178674","Specimen","See disposal and Musuem_cat_no fields"
291971,"Astronotus","ocellatus","NULL","Oscar",1979,"Actual","established","FL","Palm Beach","Canal 0.3 km west of St. Andrews boulevard near Glades Road, Boca Raton","3090202","Everglades",26.3724,-80.14076,"Accurate","Map derived","Florida Museum of Natural History","UF 175042","Specimen","See disposal and Musuem_cat_no fields"
238503,"Astronotus","ocellatus","NULL","Oscar",2007,"Publication Year","established","FL","Palm Beach","Canals and ditches in the rice fields of the Everglades Agricultural Area near Belle Glade, FL","3090202","Everglades",26.6642331,-80.6236,"Accurate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=16100"
238993,"Astronotus","ocellatus","NULL","Oscar",1994,"Actual","established","FL","Palm Beach","Lake Okeechobee","3090201","Lake Okeechobee",26.9378346,-80.812282,"Accurate","GNIS","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=24094"
157349,"Astronotus","ocellatus","NULL","Oscar",2003,"Actual","established","FL","Palm Beach","Lake Osborne, se coast near Lantana","3090202","Everglades",26.582233,-80.077629,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=13647"
1322346,"Astronotus","ocellatus","NULL","Oscar",2007,"Actual","established","FL","Palm Beach","Northwest Fork of Loxahatchee River, Leinhart Dam","3090206","Florida Southeast Coast",26.9374,-80.17616,"Approximate","Map derived","NULL","NULL","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=29063"
31666,"Astronotus","ocellatus","NULL","Oscar",1991,"Actual","unknown","FL","Volusia","Hontoon Island, 3.5 mi W of Orange City","3080101","Upper St. Johns",28.95833,-81.35833,"Accurate","Map derived","NULL","NULL","Personal communication","No literature reference available. For more information contact NAS staff"
586841,"Astronotus","ocellatus","NULL","Oscar",1992,"Actual","established","FL","Broward","[No locality description provided by MARIS]","3090202","Everglades",26.18,-80.66,"Accurate","reported","","","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26408"
586842,"Astronotus","ocellatus","NULL","Oscar",1993,"Actual","established","FL","Broward","[No locality description provided by MARIS]","3090202","Everglades",26.29,-80.75,"Accurate","reported","","","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26408"
549900,"Astronotus","ocellatus","NULL","Oscar",1992,"Actual","established","FL","Broward","Canal C-11 (South New River Canal) at intersect. St. Rte. 818 (Griffin Rd.) and Davie Rd. (SW 64th Ave.) in Davie.","3090206","Florida Southeast Coast",26.0654,-80.23302,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 90531","Specimen","See disposal and Musuem_cat_no fields"
549884,"Astronotus","ocellatus","NULL","Oscar",1980,"Actual","established","FL","Broward","Snake Creek Canal (C-9), behind 'Haven Lakes Estates', at N end of Red Rd.","3090206","Florida Southeast Coast",25.9926,-80.3118,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 91901","Specimen","See disposal and Musuem_cat_no fields"
549891,"Astronotus","ocellatus","NULL","Oscar",1992,"Actual","established","FL","Broward","South New River Canal (C-11), W of US Rte. 27 (boat put in at Holiday Park, W to confluence of Miami Canal [C-123]).","3090202","Everglades",26.06227,-80.56918,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 92222","Specimen","See disposal and Musuem_cat_no fields"
586843,"Astronotus","ocellatus","NULL","Oscar",1994,"Actual","established","FL","Collier","[No locality description provided by MARIS]","3090204","Big Cypress Swamp",26.42,-81.5,"Accurate","reported","","","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26408"
549879,"Astronotus","ocellatus","NULL","Oscar",2002,"Actual","established","FL","Collier","Turner River Unit of Big Cypress National Preserve (specific locality unknown)","3090204","Big Cypress Swamp",26.02714,-81.25594,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 163093","Specimen","See disposal and Musuem_cat_no fields"
549886,"Astronotus","ocellatus","NULL","Oscar",2003,"Actual","established","FL","Collier","Turner River Unit of Big Cypress National Preserve (specific locality unknown)","3090204","Big Cypress Swamp",26.02714,-81.25594,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 163938","Specimen","See disposal and Musuem_cat_no fields"
586844,"Astronotus","ocellatus","NULL","Oscar",1992,"Actual","established","FL","Miami-Dade","[No locality description provided by MARIS]","3090202","Everglades",25.89,-80.58,"Accurate","reported","","","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26408"
586845,"Astronotus","ocellatus","NULL","Oscar",1992,"Actual","established","FL","Miami-Dade","[No locality description provided by MARIS]","3090202","Everglades",25.89,-80.58,"Accurate","reported","","","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26408"
549896,"Astronotus","ocellatus","NULL","Oscar",1971,"Actual","established","FL","Miami-Dade","9633 Little River Boulevard in the Little River Canal","3090206","Florida Southeast Coast",25.8629,-80.22477,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 163222","Specimen","See disposal and Musuem_cat_no fields"
549883,"Astronotus","ocellatus","NULL","Oscar",1991,"Actual","established","FL","Miami-Dade","Anhinga Trail, Everglades National Park","3090202","Everglades",25.38111,-80.60555,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 163224","Specimen","See disposal and Musuem_cat_no fields"
549880,"Astronotus","ocellatus","NULL","Oscar",1963,"Actual","established","FL","Miami-Dade","Black Creek at Cutler Ridge","3090206","Florida Southeast Coast",25.56607,-80.36233,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 213408","Specimen","See disposal and Musuem_cat_no fields"
549888,"Astronotus","ocellatus","NULL","Oscar",1992,"Actual","established","FL","Miami-Dade","Black Creek on 97th St., ca 0.8 mi. N of jnct w/ Coconut Palm Dr., South Allapattah (=JDW92-8).","3090206","Florida Southeast Coast",25.54729,-80.34759,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 92178","Specimen","See disposal and Musuem_cat_no fields"
549897,"Astronotus","ocellatus","NULL","Oscar",2000,"Actual","established","FL","Miami-Dade","Canal C-111 below water control structure S18C, about 5.5 miles S SR 9336, 8.7 air miles SSW Homestead","3090206","Florida Southeast Coast",25.3302,-80.5426,"Accurate","reported","North Carolina State Museum of Natural Sciences ichthyology collection","NCSM 29693","Specimen","See disposal and Musuem_cat_no fields"
549877,"Astronotus","ocellatus","NULL","Oscar",1972,"Actual","established","FL","Miami-Dade","Canal C-2 upstream of Structure S-22, across from 'Parrot Jungle'.","3090206","Florida Southeast Coast",25.67,-80.28389,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 47450","Specimen","See disposal and Musuem_cat_no fields"
549895,"Astronotus","ocellatus","NULL","Oscar",1978,"Actual","established","FL","Miami-Dade","Canal confluence at Milam Dairy Road and West Flager Street - airport lakes area","3090206","Florida Southeast Coast",25.77018,-80.31265,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 176926","Specimen","See disposal and Musuem_cat_no fields"
549892,"Astronotus","ocellatus","NULL","Oscar",1980,"Actual","established","FL","Miami-Dade","Junction of Tamiami Canal and L-67 Canal.","3090202","Everglades",25.76111,-80.67389,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 34383","Specimen","See disposal and Musuem_cat_no fields"
549890,"Astronotus","ocellatus","NULL","Oscar",1971,"Actual","established","FL","Miami-Dade","Pond at NW corner of intersection of NW 25th Street and St.Rte. 826 in Miami.","3090206","Florida Southeast Coast",25.79718,-80.32117,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 172357","Specimen","See disposal and Musuem_cat_no fields"
549878,"Astronotus","ocellatus","NULL","Oscar",1997,"Actual","established","FL","Miami-Dade","Second Lateral Canal NW of boat ramp on S side of Snapper Creek to junction of several canals just S of Arvida Park","3090206","Florida Southeast Coast",25.69667,-80.35639,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 104488","Specimen","See disposal and Musuem_cat_no fields"
549881,"Astronotus","ocellatus","NULL","Oscar",1980,"Actual","established","FL","Miami-Dade","Snake Creek Canal (C-9), at 199th Street in North Miami.","3090206","Florida Southeast Coast",25.957,-80.19956,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 91900","Specimen","See disposal and Musuem_cat_no fields"
775033,"Astronotus","ocellatus","NULL","Oscar",2014,"Actual","established","FL","Miami-Dade","Snapper Creek (C-2) Canal, south of Bird Rd.","3090206","Florida Southeast Coast",25.70975,-80.38154,"Accurate","reported","","","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=27192"
549893,"Astronotus","ocellatus","NULL","Oscar",1971,"Actual","established","FL","Miami-Dade","Snapper Creek, Miami. FAU71-73","3090206","Florida Southeast Coast",25.6916,-80.34725,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 30869","Specimen","See disposal and Musuem_cat_no fields"
549889,"Astronotus","ocellatus","NULL","Oscar",1992,"Actual","established","FL","Miami-Dade","Tamiami Canal, about 50 yards W of intersection with SW 137th Street, in Miami.","3090206","Florida Southeast Coast",25.76111,-80.41666,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 91934","Specimen","See disposal and Musuem_cat_no fields"
549894,"Astronotus","ocellatus","NULL","Oscar",1986,"Actual","established","FL","Miami-Dade","Taylor Slough Airboat Landing, Everglades National Park","3090202","Everglades",25.33289,-80.62605,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 163205","Specimen","See disposal and Musuem_cat_no fields"
549887,"Astronotus","ocellatus","NULL","Oscar",1992,"Actual","established","FL","Monroe","Big Cypress National Preserve, ca. 5.5 miles W of Loop Rd. from junction with US Rte. 41 at Fortymile Bend.","3090204","Big Cypress Swamp",25.76069,-80.94679,"Accurate","reported","Florida Museum of Natural History ichthyology collection","UF 91613","Specimen","See disposal and Musuem_cat_no fields"
586846,"Astronotus","ocellatus","NULL","Oscar",1993,"Actual","established","FL","Palm Beach","[No locality description provided by MARIS]","3090202","Everglades",26.37,-80.79,"Accurate","reported","","","Literature","http://nas.er.usgs.gov/queries/references/ReferenceViewer.aspx?refnum=26408"
